Gene,Loading
Ptma,0.0811244203409144
Hmgb1,0.07304940646583144
Ppia,0.07122304394029243
Pkig,0.06917894708078937
Npm1,0.06894806210323264
Aff3,0.0686711544129836
Snrpg,0.06838672338052366
Tubb5,0.06805476279481272
Gm47283,0.06737379760120511
Smarca4,0.06722068397596433
