Step,Time_sec
QC metrics,1.2045643329620361
Filter by n_genes,0.3201007843017578
Normalize,0.7847645282745361
Log1p,0.20965814590454102
HVG,2.2125113010406494
Scaling,0.8994400501251221
PCA,4.175565719604492
Embedding extraction,0.00011348724365234375
Variance explained,3.981590270996094e-05
Loadings extraction,6.651878356933594e-05
Top gene extraction,0.004689931869506836
Neighbors,47.23492670059204
Clustering,0.9166789054870605
UMAP,13.274088859558105
