Gene,Loading
Ahnak,0.08741672568116235
S100a4,0.08410879930505819
Fn1,0.08400713513097564
Ccr2,0.08318946924580482
Plcb1,0.08186631034156464
Ms4a6c,0.0817322024707845
Pid1,0.08076993329617328
Nr4a2,0.078328877047895
Lrp1,0.07669351685601992
F13a1,0.07668665978591102
