"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
5.72165326124305e-290,5.00553699417706,0.288,0.017,1.26608743364786e-285,"6","Sdk1"
0,4.82604284035753,0.645,0.058,0,"6","Hist1h1a"
0,4.64280088037163,0.441,0.028,0,"6","Sapcd2"
0,4.44039538764797,0.374,0.029,0,"6","Hist1h3a"
0,4.39459746255317,0.326,0.02,0,"6","2610318N02Rik"
0,4.29499484026738,0.556,0.053,0,"6","Nek2"
5.5368947653758e-269,4.27968819876496,0.348,0.033,1.22520407368236e-264,"6","Hist1h2bm"
0,4.19694507128076,0.49,0.051,0,"6","Hist1h2an"
0,4.14935260564473,0.76,0.105,0,"6","Fbxo5"
0,4.14209289233731,0.695,0.089,0,"6","Aspm"
0,3.48178040051867,0.917,0.15,0,"7","Fcnb"
0,3.30659690238166,0.547,0.044,0,"7","Mogat2"
1.86872582697082e-244,3.08473044762572,0.285,0.02,4.13511650992104e-240,"7","Syngr1"
0,3.02272526391489,0.834,0.096,0,"7","Orm1"
0,2.98277150916593,0.829,0.112,0,"7","1700020L24Rik"
0,2.93315673435111,0.99,0.65,0,"7","Chil3"
0,2.83195776392826,0.598,0.075,0,"7","Depdc1a"
0,2.81464842620251,0.624,0.084,0,"7","Efcab11"
3.83445702811777e-294,2.74909269685285,0.507,0.064,8.48488651181901e-290,"7","Iqgap3"
0,2.68012320284037,0.611,0.087,0,"7","Sgo2a"
0,6.17002278650059,0.728,0.032,0,"8","Ms4a1"
0,5.27787738246982,0.582,0.037,0,"8","Fcmr"
7.34643942159251e-173,5.13953818593215,0.319,0.028,1.62562011520999e-168,"8","H2-DMb2"
3.58388599422495e-237,4.8187098101424,0.4,0.031,7.93042292802096e-233,"8","Gm31243"
1.52213626239935e-269,4.75159009674678,0.678,0.097,3.36818312143729e-265,"8","Bcar3"
0,4.67678734168806,0.561,0.046,0,"8","Scd1"
3.62701914309741e-190,4.55371270369188,0.943,0.388,8.02586795984595e-186,"8","Igkc"
5.59853030127111e-241,4.5432659735342,0.582,0.076,1.23884278506527e-236,"8","Btla"
2.48306654807564e-178,4.52205857715776,0.722,0.182,5.49452965758177e-174,"8","Bank1"
2.46898986598836e-194,4.46527471106284,0.278,0.017,5.46338077545905e-190,"8","Srpk3"
0,4.78648085416808,0.854,0.046,0,"9","Itga1"
0,4.16452251900414,0.86,0.063,0,"9","Nrg1"
0,3.99200779325599,0.805,0.078,0,"9","Ass1"
1.19062804915569e-317,3.9199221555929,0.466,0.029,2.63462174717172e-313,"9","Klrb1f"
0,3.81743066593702,0.982,0.163,0,"9","F13a1"
0,3.78878257314421,0.616,0.041,0,"9","Met"
0,3.73957701857579,0.613,0.044,0,"9","Ccl2"
2.07868113317464e-118,3.62707258450912,0.29,0.032,4.59970561148884e-114,"9","Nrg4"
2.94216235744388e-204,3.62372415128129,0.284,0.016,6.51041686455181e-200,"9","Qpct"
2.20875912287571e-202,3.52945058728771,0.28,0.015,4.88754218709936e-198,"9","Clec4b1"
0,9.67129095893382,0.505,0.004,0,"10","Siglech"
0,8.72184454305989,0.355,0.001,0,"10","Rtn4rl1"
0,8.31676139725852,0.365,0.001,0,"10","Ptprf"
0,8.10419117468717,0.362,0.006,0,"10","Ccr9"
0,7.58774895067989,0.44,0.004,0,"10","Ephb2"
1.35597333615523e-20,7.49075263595623,0.332,0.147,3.0004977982443e-16,"10","Sparc"
0,7.43242471036724,0.41,0.005,0,"10","Pacsin1"
0,7.12867344578407,0.352,0.006,0,"10","Lrp8os2"
0,7.01641339371762,0.28,0.003,0,"10","Fads3"
0,6.80941287344639,0.3,0.005,0,"10","Fgfr1"
0,9.44010625100523,0.438,0.002,0,"11","A630023P12Rik"
0,8.6395191777819,0.792,0.01,0,"11","Arpp21"
0,8.52820900898912,0.774,0.006,0,"11","Gm30948"
0,8.45548244198153,0.283,0.001,0,"11","Grb7"
0,8.21527956919863,0.788,0.008,0,"11","Vpreb2"
0,8.20273534612836,0.353,0.003,0,"11","2010300C02Rik"
0,7.97383354218682,0.428,0.003,0,"11","Mmrn1"
0,7.92319366640843,0.993,0.054,0,"11","Vpreb1"
0,7.53419783988117,0.982,0.044,0,"11","Igll1"
0,7.47193540908088,0.89,0.026,0,"11","Dntt"
2.21047120212677e-268,7.42070373937454,0.996,0.266,4.89133067606612e-264,"12","Elane"
1.37551524601497e-248,6.75337791945542,1,0.303,3.04374013638192e-244,"12","Prtn3"
1.6756022177408e-283,6.45105029326171,0.993,0.235,3.70777258741685e-279,"12","Mpo"
0,6.29242001321733,0.97,0.138,0,"12","Ctsg"
0,6.10524917834019,0.989,0.081,0,"12","Nkg7"
0,6.03873065466764,0.697,0.009,0,"12","Mgl2"
0,5.97973709606351,0.343,0.004,0,"12","Gm16104"
0,5.92553589415681,0.513,0.006,0,"12","Hsd17b1"
0,5.82156477363383,0.996,0.133,0,"12","Ms4a3"
0,5.52069564182864,0.897,0.038,0,"12","Cst7"
0,12.5999536774564,0.779,0.001,0,"15","Fcer1a"
0,12.3567065281394,0.948,0.002,0,"15","Cd200r3"
0,12.025538619255,0.831,0.002,0,"15","Il4"
0,11.8473920968312,0.403,0,0,"15","Il13"
4.09275234437574e-229,11.8182606837092,0.714,0.032,9.05644238763465e-225,"15","Prss34"
0,11.6845497179861,0.403,0,0,"15","1110028F11Rik"
0,11.1600910804254,0.896,0.036,0,"15","Mcpt8"
0,11.0024198734813,1,0.003,0,"15","Cyp11a1"
0,10.6052554356589,0.416,0,0,"15","Grm6"
0,10.515797993242,0.286,0,0,"15","Dnajb8"
