"Gene","Loading"
"Ahnak",0.0872346526432456
"Fn1",0.0838875758481483
"S100a4",0.0838830493575123
"Ccr2",0.0829600830242157
"Plcb1",0.0816967595090085
"Ms4a6c",0.0814942908476108
"Pid1",0.0805827660356743
"Nr4a2",0.0781794374719293
"Lrp1",0.0766000907897097
"F13a1",0.0764769758744608
