"x"
"Rai14"
"Peg10"
"Gm32916"
"Bcl11b"
"Ifi207"
"Sema5a"
"Cables1"
"Ctse"
"Sdc3"
"Gdf10"
"Rrm2"
"1700006J14Rik"
"Klra3"
"Prkca"
"Dysf"
"Car12"
"Procr"
"Tnik"
"Tnn"
"Cecr2"
"Slc22a23"
"Csf2"
"Fscn1"
"Cxcl12"
"Plxna2"
"Ssr4"
"Adamts2"
"Olfr655"
"Serpina3g"
"Tex14"
"Gata1"
"Efna5"
"Phlda1"
"Fcna"
"Rspo3"
"Id3"
"Dhx58os"
"Gm30948"
"Thbs2"
"Gramd3"
"Slc38a5"
"Bicc1"
"Egr1"
"Slfn5"
"Kitl"
"Ecm1"
"Tuba1b"
"Cd200"
"Pola1"
"Bpgm"
"Bmp2"
"Loxl1"
"Fzd9"
"Csf1"
"Znrf3"
"Bambi"
"Gria2"
"Plpp1"
"Ppp1r1b"
"Klrb1b"
"Vpreb3"
"Pde7b"
"Lpar4"
"Serpine1"
"Runx3"
"Frmd5"
"Frmpd4"
"Tcf7l2"
"Grip1"
"Lhfp"
"Ctnnd2"
"Bfsp2"
"Il1rl1"
"Lypd6b"
"Tmem117"
"Fhit"
"Stk32b"
"Prrx1"
"Cavin3"
"Pax1"
"Serpinb1a"
"Dhx40"
"Klrc2"
"Plxna4"
"Gpihbp1"
"Dlgap1"
"Gfpt2"
"Mki67"
"Egfr"
"Cd63"
"Ccnd2"
"Robo1"
"Abcb10"
"Cenpp"
"Gm28153"
"Slco2a1"
"Fbn1"
"Rgcc"
"Vmn2r96"
"Clnk"
"Sp7"
"Pdzd2"
"Esam"
"Hmox1"
"Slc41a2"
"Nrk"
"Olr1"
"Fermt2"
"Cdkn1a"
"Klhl14"
"Ext1"
"Creb5"
"Calr"
"Gm12840"
"Sorbs2"
"Gm47283"
"Apoc2"
"Fbln5"
"Rasgef1b"
"Me1"
"Ism1"
"Hspa1b"
"Sytl3"
"Vasn"
"Orm1"
"Pkib"
"Lpar1"
"Glrx5"
"Col15a1"
"Ppm1l"
"Stmn1"
"Msr1"
"Ncald"
"Tnfrsf9"
"Icam4"
"5730522E02Rik"
"Fat1"
"Kcna6"
"Cacnb2"
"Ackr3"
"Nusap1"
"Slc16a10"
"Ccnb1"
"Fam89a"
"Mylk3"
"Itga2"
"Pdgfra"
"Gm12648"
"Muc13"
"Sorbs1"
"Cd8a"
"Plac8"
"H1fx"
"Syt8"
"Pdia4"
"Esr1"
"Tubb5"
"Npm1"
"Tbx15"
"Ifng"
"Chn2"
"Jun"
"Gm50419"
"Spsb1"
"Gli3"
"AC150683.1"
"Il13ra2"
"Il17b"
"Aldh1l2"
"Hsp90b1"
"Ephb2"
"Ifit3"
"Clec14a"
"Arhgef12"
"Add2"
"2900026A02Rik"
"Slc44a4"
"Klrb1c"
"Gpr183"
"Adgrl3"
"Ncmap"
"Speer2"
"Pard3b"
"Epha4"
"Mest"
"Il1a"
"Ikzf3"
"Nr3c2"
"Tmem176a"
"Aff2"
"Ctsw"
"Gm17657"
"Mef2c"
"Adgrg1"
"Cd226"
"Ank2"
"Btnl10"
"C530008M17Rik"
"Odc1"
"Hormad1"
"Dclk1"
"Ubac1"
"Jam2"
"Loxl3"
"Ezh2"
"Large1"
"Foxd1"
"Mboat2"
"Eml1"
"Cpm"
"Cdc20"
"Col8a1"
"Stard13"
"Plekhh2"
"Cgref1"
"Uhrf1"
"Serpina3n"
"Nebl"
"Loxl2"
"Serpinb2"
"Pdgfd"
"Asprv1"
"Lbhd2"
"Gm973"
"Dpf3"
"Nwd1"
"Arhgap42"
"Birc5"
"Tbx21"
"Tead1"
"Etfb"
"Ppfia2"
"Aff3"
"Shisa2"
"Tafa5"
"Klri2"
"Kazn"
"Sowaha"
"Cd300c"
"Ube2e2"
"Hells"
"Fmnl2"
"Slc25a37"
"Gpm6a"
"Diaph3"
"Gpr182"
"Gm44174"
"Cenpa"
"Chchd10"
"Klf12"
"Atp2b4"
"Gm43305"
"Ctsk"
"Gm42679"
"Shisa4"
"Serping1"
"Barx1"
"Fcmr"
"Il18r1"
"Ntn4"
"Inhba"
"Pdgfrb"
"Creld2"
"Csmd1"
"Tpm1"
"Wnt5a"
"Xcr1"
"H2-DMb1"
"Phlpp1"
"Gm12649"
"Ifi211"
"Cdh1"
"Ighg2b"
"Matn4"
"Gzmc"
"Pcna"
"Med12l"
"Matn1"
"Pdia6"
"Nid2"
"Cpeb3"
"Socs3"
"Cdh2"
"Fbxo5"
"Sox4"
"Moxd1"
"Srgap1"
"Maml3"
"Blnk"
"Fbln7"
"Nckap5"
"Cilp"
"Cxcl3"
"Gm17023"
"Gatm"
"Col4a2"
"Arhgef37"
"Tmed3"
"Eomes"
"H1f0"
"Rspo4"
"Fxyd6"
"Lrp1"
"Isg15"
"Atl1"
"Ctla4"
"Car10"
"Manf"
"Kif11"
"Adamts4"
"9530026P05Rik"
"Gstm5"
"Tmem45a"
"Crlf1"
"Gm8369"
"Carmil1"
"Adcy2"
"Hlf"
"Slc35f3"
"4930519L02Rik"
"Slc1a4"
"Maml2"
"Mllt3"
"Pafah1b3"
"Cd79a"
"Copz2"
"Epb42"
"Flrt2"
"Pard3"
"Ncam1"
"Csta3"
"Irx3"
"Lepr"
"Ccr7"
"Dock4"
"Gimap3"
"1810059H22Rik"
"Hmgn2"
"Adgrf5"
"Msrb3"
"Tmem267"
"Eaf2"
"Lig1"
"Il7r"
"Ppm1e"
"Prc1"
"Zmpste24"
"Tfrc"
"Tspan3"
"Hist1h3c"
"Itgav"
"Cd40"
"Radil"
"Atp8b1"
"Hmga2"
"Rsph1"
"Cc2d2b"
"Pax5"
"Kif26b"
"Col24a1"
"Raph1"
"Sh3tc2"
"Nme2"
"Mmrn2"
"Sparcl1"
"Wwox"
"Gm20186"
"St6galnac5"
"Shroom3"
"Paqr9"
"Bcl2a1a"
"Dars2"
"Ptpn13"
"Ednrb"
"Hmmr"
"Amotl1"
"Kcnj8"
"Uck2"
"Meis2"
"Hoxc8"
"Hmgb1"
"Foxq1"
"Ngf"
"Cebpe"
"C77080"
"Cav1"
"Lmcd1"
"Adamts3"
"Slc38a3"
"Zdhhc14"
"Hivep2"
"Draxin"
"Gpx8"
"Hspd1"
"Cntn3"
"Ass1"
"Bex4"
"Fat3"
"Abcb1b"
"Tln2"
"Shroom4"
"Slc2a13"
"Atad2"
"Pld4"
"Cobl"
"Sh3d19"
"Bhlhe41"
"1700025G04Rik"
"Tnfaip3"
"Cacna1s"
"Rhbdl2"
"Dcstamp"
"Pdzph1"
"Ror1"
"Plat"
"Sox18"
"Ms4a6b"
"4931415C17Rik"
"Itpr1"
"Wnt5b"
"Dlg5"
"Plxdc2"
"Smc2"
"Serpinb6b"
"Epas1"
"Adarb1"
"Gm867"
"Pvt1"
"Garem1"
"Foxp2"
"Gulp1"
"Gm826"
"Cdk1"
"Npas2"
"Ppbp"
"Prkcq"
"Abcb4"
"Pcdh17"
"Csf1r"
"Abcb1a"
"Hist2h2ac"
"Ly6c1"
"Mdfi"
"Card11"
"Negr1"
"P2ry10"
"Rag1"
"Fcrl6"
"H2-Q7"
"Ogn"
"Tyms"
"Gdpd2"
"Cpa6"
"Tubb4b"
"Aspm"
"Gm41496"
"Rasd1"
"Fmo1"
"Clic4"
"Kcnh1"
"Clec4a3"
"Plekha5"
"Tmcc3"
"Atpif1"
"Tmie"
"Mir100hg"
"Gm42047"
"6030498E09Rik"
"Ace"
"Tbc1d4"
"Slc7a2"
"Cd160"
"Bpifb1"
"Mcm6"
"Frk"
"P3h1"
"Spon1"
"Igfbp3"
"Itgb7"
"Cenpe"
"Irf4"
"Lncpint"
"Satb1"
"Plcl1"
"Msi2"
"Gm45740"
"Gjc3"
"B830012L14Rik"
"Gm49980"
"Trp53cor1"
"Mpdz"
"Gimap6"
"Tpx2"
"Tek"
"Agt"
"Cd28"
"Ldlrad3"
"Tas1r1"
"Tmbim7"
"1110002J07Rik"
"Hoxc4"
"Serpina1a"
"Prkn"
"Spire1"
"Olfr1369-ps1"
"St8sia6"
"Nr4a3"
"Rarres1"
"AU020206"
"Cdh13"
"Zc3h12b"
"Clca3a1"
"Aspn"
"Gm17501"
"Mcm3"
"Loxl4"
"C130073E24Rik"
"Phgdh"
"AI646519"
"Gm49439"
"Slc16a2"
"Gm26737"
"Ly86"
"Cacna1d"
"Tspan8"
"Xpo7"
"Selenom"
"Blk"
"Tmem14c"
"Hrh1"
"C1qbp"
"Ccnb2"
"Trmt61b"
"Cdk14"
"Srm"
"Tafa2"
"Tspan18"
"Upb1"
"Clspn"
"Tpbg"
"Prf1"
"Cdc42bpa"
"Gm46401"
"Cdca8"
"Sulf1"
"Adamts18"
"Nav1"
"Tnfrsf19"
"Stc2"
"Zdbf2"
"Cplx2"
"Pnpla3"
"Atp1a2"
"Ifi27l2a"
"Myc"
"Ccr5"
"Fam167b"
"Extl1"
"Il21r"
"Slamf7"
"Afap1l2"
"Prxl2a"
"Dennd5b"
"Rapgef4"
"Mpzl2"
"Rab7b"
"Irx5"
"Kit"
"Nsd2"
"Piezo2"
"Zfp462"
"Nrg2"
"Dek"
"Lax1"
"Fam20c"
"Wnt10a"
"Arhgap22"
"Ncl"
"Slc9b2"
"Ebf3"
"Emp2"
"Nt5e"
"Eya1"
"Rassf4"
"Sfta2"
"Redrum"
"Khdc1a"
"Adk"
"Serpinb5"
"Bcl7a"
"Hs6st2"
"Hs3st1"
"Fcrla"
"Ces2g"
"Slit3"
"Hmgn1"
"Gm4951"
"Cd4"
"Pawr"
"Gm41609"
"Asb17os"
"Cdkn3"
"Nav2"
"Rims1"
"Ranbp1"
"Thrb"
"Scube2"
"Creb3l2"
"Irs1"
"Dusp14"
"Ran"
"Dlx5"
"Atp1b1"
"Mpeg1"
"Gimap7"
"Adamts12"
"Pdzd4"
"Bcl2l11"
"Gm16685"
"St5"
"Cx3cr1"
"Gbp2"
"Slc45a3"
"Cd274"
"Opcml"
"Ccl8"
"Ubd"
"Armc4"
"Nrg4"
"Nrip1"
"Sash1"
"Prss50"
"Sfrp5"
"Gm48727"
"Hdac8"
"Prdm6"
"H2afv"
"Serpinf1"
"Il1r1"
"Mt3"
"Zcchc14"
"H2-DMa"
"Eng"
"Tmem100"
"Prdx1"
"Itgbl1"
"Fut8"
"Dnajc6"
"Rapgef5"
"Hist1h1d"
"St6gal1"
"Lockd"
"Trps1"
"Gm15987"
"Caprin2"
"Ralyl"
"Klhl4"
"Apbb2"
"Flrt3"
"Magi1"
"Spats2l"
"Ear6"
"Kng1"
"Pitx1"
"Vmn2r19"
"Ybx3"
"Ncoa7"
"Nedd4"
"Scml4"
"Ccna2"
"Tal1"
"F2r"
"Pakap"
"Podxl"
"Atp5g1"
"Smc4"
"Nucks1"
"Lama2"
"Chl1"
"Kcnn4"
"Ctsd"
"Rundc3b"
"Hoxc9"
"Neil3"
"Gm4107"
"Nbea"
"Il1b"
"Fcrls"
"Thsd7b"
"Cd109"
"Adipoq"
"Cd68"
"Cd72"
"Jazf1"
"Kdm2b"
"Tcf7l1"
"Pdgfrl"
"Kctd1"
"Sucnr1"
"Igkv10-94"
"Cd69"
"Psap"
"Eepd1"
"Ern1"
"Chst5"
"Kcnj5"
"Apol11a"
"Adm2"
"Gm15962"
"Ppargc1a"
"Pdgfb"
"Eva1c"
"Gdpd4"
"Ly6i"
"Gm30382"
"Pdzk1ip1"
"Rhobtb1"
"Knl1"
"Sfrp4"
"Hmgcll1"
"Eva1a"
"Gjb6"
"Cbr2"
"Adgrl2"
"Syt6"
"Eprs"
"Cobll1"
"Gm6093"
"Eps8l2"
"Kalrn"
"6330411D24Rik"
"Cks1b"
"Arhgef10l"
"Penk"
"Clec4n"
"Mkx"
"Mcm7"
"Smarca4"
"Met"
"Slit2"
"Lck"
"Lsmem1"
"Boc"
"Atad5"
"Cd79b"
"Hsp90ab1"
"Uap1"
"Tuba4a"
"Gm4258"
"Grem1"
"Tanc2"
"Synpo"
"Prickle2"
"Pou2af1"
"Cdca3"
"Dtl"
"Fign"
"Cdh19"
"Cygb"
"Cpb2"
"Myof"
"Grik2"
"Hmcn1"
"Clec9a"
"Limch1"
"Zfp804a"
"Mpped2"
"Spic"
"Peak1"
"Osr2"
"Ifi204"
"Ooep"
"Maged2"
"Ramp3"
"Ramp1"
"Slc43a1"
"Alcam"
"Tmod1"
"Fgf3"
"Gm41724"
"H2afy"
"Gngt2"
"Pecam1"
"Ctla2b"
"Rbp7"
"Ptms"
"Id2"
"Hspe1"
"Gab1"
"Hpgds"
"Slco3a1"
"Slc6a20a"
"Gadd45b"
"Eya4"
"Ccne2"
"Clec10a"
"Lamc2"
"Pcdhb7"
"Grb14"
"Slc6a9"
"Abhd3"
"M1ap"
"Xist"
"Kif15"
"Slurp1"
"Scn3a"
"Prr16"
"Ltbp3"
"Nme1"
"Fgf2"
"Rgl1"
"Adgra3"
"Brip1"
"S100a1"
"1700034P13Rik"
"Ncapg2"
"Gfra2"
"Pld5"
"Bhlhe40"
"Camk2d"
"Ahnak2"
"Lair1"
"Ranbp10"
"Ehf"
"Klra6"
"Cdh10"
"Anp32b"
"Naaa"
"5830411N06Rik"
"Grk5"
"Ccdc88a"
"Efcab11"
"Fbxo32"
"Sorcs2"
"Ighv7-1"
"Rhoh"
"Gzmk"
"Alox12"
"Ppp1r16b"
"Anp32e"
"Cd5"
"Dok6"
"Ccrl2"
"Gm47782"
"Rrm1"
"Aopep"
"Kank1"
"Klrb1a"
"Dnah8"
"F3"
"Rbpms"
"Gm17268"
"Rexo2"
"Ablim1"
"Mns1"
"Elovl6"
"Clmn"
"Ifngas1"
"Gm29554"
"Adamts6"
"Tmsb10"
"Nlrp3"
"Rtn1"
"Esco2"
"Ica1"
"Fnip2"
"Pdia2"
"Rcan1"
"Nfix"
"Mcub"
"Epha7"
"1700020L24Rik"
"Rarres2"
"P3h3"
"Igkv15-103"
"Cftr"
"St7"
"Pls1"
"Mitf"
"Tipin"
"Izumo1r"
"Rgs13"
"Gm20468"
"Camp"
"Tmeff1"
"Ifitm10"
"Slc16a1"
"Vim"
"Vmn2r26"
"Gm14636"
"Mcm5"
"Aplnr"
"Glcci1"
"Igsf10"
"Tfdp2"
"Gm34680"
"Fgd5"
"Grasp"
"Arl6ip1"
"Rdm1"
"Cblb"
"Prdx4"
"Ube2cbp"
"Hspb1"
"Zbtb20"
"Fam20a"
"Tcrg-C1"
"Fhod3"
"Pkig"
"Cacna1c"
"Psd3"
"Steap1"
"Nxph1"
"Fmn2"
"Foxa3"
"Strbp"
"Calm4"
"Gm33843"
"Fam129b"
"Foxa2"
"Cmbl"
"Ect2"
"Mcm2"
"Samd12"
"Gmnn"
"Pa2g4"
"C1qtnf1"
"Acer3"
"Il2ra"
"Arsj"
"Igkv17-121"
"A430010J10Rik"
"Hepacam2"
"Osbpl3"
"Swap70"
"Il10"
"Dtymk"
"Gm47071"
"Pdcd1"
"A230083G16Rik"
"Rerg"
"Ccdc192"
"Tmem212"
"Dbi"
"Gbp5"
"Ryk"
"Fkbp14"
"Cnp"
"Prep"
"Pebp1"
"Racgap1"
"Notch3"
"Nuggc"
"Tnfaip6"
"Serpinb9b"
"Hormad2"
"Spc24"
"Rnase6"
"Kcnq1ot1"
"Il17d"
"Smim31"
"Xlr"
"Ptprcap"
"Arhgap32"
"Tox2"
"Incenp"
"Ptma"
"Prim2"
"Selenoh"
"Pcsk2os2"
"Sema3e"
"Nop10"
"Patj"
"Dnase1l3"
"Ptpro"
"Maged1"
"Dip2c"
"Mgl2"
"Nfasc"
"Ccl24"
"Zeb2"
"Gli2"
"Hs3st3a1"
"Gm11496"
"Gm13481"
"Gm14085"
"Acvr1"
"Mme"
"Slc9b1"
"Spag6l"
"Sspn"
"Clec12a"
"Ms4a6d"
"Esm1"
"Chst3"
"Cdc25b"
"Abcg2"
"Tma16"
"Bnc2"
"Ear1"
"Tent5c"
"Tfec"
"Hdx"
"Tcrg-C2"
"Gata3"
"Cmah"
"Dnm3os"
"Dgki"
"Ror2"
"Alox15"
"Set"
"Samd3"
"Zbtb46"
"Btla"
"Ephb3"
"Xbp1"
"Mmrn1"
"Tbc1d9"
"Pde11a"
"Oca2"
"Trpc3"
"Dnajc7"
"Havcr2"
"Myo10"
"Nccrp1"
"Tmem213"
"Pgr"
"Gm12511"
"Snrpd1"
"Ypel4"
"Sybu"
"Mdfic"
"Pcdh19"
"Krtcap2"
"Ell2"
"Sla2"
"Cyp1b1"
"Tgm2"
"Nrtn"
"Tspan13"
"Fmn1"
"Mfhas1"
"Spib"
"Rras2"
"1700048O20Rik"
"A330040F15Rik"
"Hsp90aa1"
"Klrg1"
"St8sia4"
"Trf"
"Calml3"
"Pmaip1"
"Aldh1a7"
"Uox"
"Col5a3"
"Satb2"
"Mms22l"
"Lat"
