0,1
-5.0213733,-0.16285072
-8.942641,-1.0858097
-7.091118,-1.1472616
13.22346,17.789408
12.813136,14.613946
16.177347,23.34889
-8.038032,-0.080495894
28.714222,-19.623558
-7.3162975,-0.20735823
-7.4924383,-0.2810218
-6.9640026,-0.96561563
-8.345783,-1.2132895
-7.391082,-0.8258154
-7.099597,-1.2647971
-0.34550253,2.6461468
25.632895,-18.904108
-7.7686896,-0.7590158
-6.994971,-1.8212417
16.779505,27.767334
31.177233,-23.356663
-8.464353,-0.63048553
3.990938,5.3256726
40.279774,-21.937916
-7.602533,-1.0397255
11.529509,14.844702
-8.546235,-1.7711378
-8.22223,-0.45781696
-8.713428,-0.48116407
-8.8870945,-2.0255854
-8.719892,-1.1258922
-7.2130375,-0.3015487
-8.34652,-0.3776032
-5.515607,-2.598402
8.682393,9.940873
-8.420942,-0.8136244
-4.904179,-1.3879927
-7.374009,-0.95359063
-9.244683,-1.7977765
-8.177819,-1.3644034
-7.853707,-0.8189414
-4.557453,-1.1762127
18.887604,12.627828
-5.7580533,-0.31936914
18.899408,-12.723868
-8.801212,-0.867722
-9.2123375,-1.5372797
-7.1342206,-0.92499804
-7.7921042,-0.24902196
-6.905838,-0.9219765
-8.712076,-0.52522683
-8.646587,-1.2362266
-9.856603,-1.3332778
-8.885855,-0.7806282
-4.2820134,1.9941926
-9.19054,-0.65861285
-9.329093,-2.1508348
-8.877112,-0.84376043
-9.290963,-0.8421232
-8.361265,-0.69515604
-7.6599603,-1.0219586
8.303153,7.707085
-8.478987,-0.6738902
17.02092,19.115843
-8.103667,-1.1206299
-8.617269,-1.4908198
-7.420659,-1.2181038
10.74736,1.1240041
-8.082631,-1.1865803
-8.958577,-1.0359664
-9.4621935,-1.4820032
34.610203,-20.489628
-8.589183,-0.5267951
-2.399062,-3.2962139
27.634434,-17.156916
-7.7174973,-0.834493
-7.5043516,-0.45265508
3.5663285,6.1194396
25.5641,-17.693743
-7.6053653,-0.680677
-4.606567,-1.3842978
11.002579,11.894889
-8.038297,-1.2417028
43.8843,-11.831725
-8.944303,-1.0223713
22.50066,-1.014758
31.374098,-17.820053
-6.8380837,-0.93269277
-8.994371,-0.84795535
-8.540385,-0.5418973
-9.683119,-1.3679571
-7.314625,-2.780108
22.44415,-3.3122034
-9.676473,-1.3312653
8.081838,9.378664
-4.539854,0.29937208
-8.102178,-0.87788016
-5.409378,-0.6292289
21.974234,12.617395
8.922208,11.847276
11.352537,14.323006
14.657502,28.042269
22.925423,23.078194
26.79933,-20.973047
-8.875926,0.16559063
17.649637,13.341556
-8.601444,-0.92715997
-10.075393,-1.1888375
-9.54102,-1.2699276
12.693357,0.9693901
12.776461,18.449793
-9.368363,-0.9684799
-8.97486,-1.5446141
-7.0505953,-1.2978514
17.798666,26.16973
-7.880033,-1.0633456
-8.413743,-2.0960338
-4.0306935,-0.9392464
4.18192,5.143632
-7.731315,-0.014363086
-7.973118,-1.7762736
-6.5810065,-1.0993427
-9.344814,-1.6271129
8.265786,-12.904989
-7.840509,-1.2651973
-8.651901,-0.7759131
10.345418,-11.538842
-8.433196,-0.76710135
-8.16474,-1.0095576
-6.261163,-1.2853849
-9.150907,-0.9278149
-7.450378,-1.7865895
-7.7258716,-0.4590213
21.920057,-14.96033
39.785038,-19.83646
-7.531445,-0.39563742
-7.677031,-0.2300908
-7.908838,-1.8594828
17.215443,19.559849
-8.793868,-1.2418398
-8.532389,-0.7469107
-6.6792593,-1.0161668
-6.7949452,-1.2612429
-7.6577864,-0.8087568
-9.949691,-0.7192867
-8.805212,-1.0390438
-9.278997,-1.1123701
-8.045663,-0.74975765
30.68423,-10.927775
9.342019,1.0226113
-7.2035995,-1.442412
6.093959,6.429353
-7.144947,-1.2290614
14.638132,-9.975091
19.37449,-12.5279045
-8.062242,-1.0782719
-8.685589,-0.7117675
-8.719426,-1.0060341
-7.081494,-1.0262498
25.963295,-16.896912
26.820324,-21.060844
-9.338692,-1.3334578
-2.9192157,0.6208779
-8.572983,-0.7698367
20.376953,23.450586
-6.028548,-0.49390382
24.933342,-13.59412
-9.626305,-1.1365256
-9.19847,-1.015854
17.125853,21.396639
-6.5902553,-0.24543121
14.558934,18.62425
-9.558125,-0.990403
-8.19605,-1.1846287
-6.751066,-0.54516286
-9.614997,-0.91363585
13.365061,-8.5658045
0.34171188,-5.574474
-8.322631,-1.2765365
28.986115,-7.102234
-8.630895,-0.83072346
-8.024395,-0.45207784
-8.382204,-0.72918326
-9.21643,-1.546431
-9.492585,-0.7960462
21.037037,-12.51179
25.438335,39.260498
-8.940451,-1.1257676
-7.84021,-0.6066885
-4.630349,-0.025834922
-8.267424,-1.0086459
-9.218578,-0.5429066
27.318077,-17.041744
-8.271199,-0.83388597
-7.930921,-0.79670876
16.549114,23.778723
-8.77965,-0.84005517
-8.040651,-0.9142711
-9.595002,-0.87552696
8.499321,9.579422
7.3511834,7.8038354
20.173208,13.17585
-8.791503,-0.65773904
-8.187212,-0.7958516
-7.6842437,-1.6527802
-8.8735,-0.47534388
-7.107572,-1.2532574
-6.4478173,-0.5515941
31.556988,-21.7592
-6.641742,-0.093388446
-8.319274,-0.45388076
22.329214,29.04491
-8.272751,-0.8631444
-9.640185,-1.6563925
-6.9284678,-0.42342702
-9.634726,-0.7603599
10.657613,11.487271
-5.661876,-1.0783068
-7.9359894,-1.3381395
-7.4850755,-0.7531481
-9.023526,-1.3483403
12.067466,-8.789136
-6.962371,-0.8314238
-5.892329,-0.90138185
-9.139628,-1.2413417
-5.84606,0.50802827
-5.279022,-0.7383749
29.802692,-13.24717
-7.9716673,-0.5554146
-6.0579705,-1.187602
13.891871,16.10463
-7.163341,-0.8005463
-8.963827,-0.9508283
9.4434185,11.193872
-8.57106,-0.32379487
-8.174045,-0.50715864
14.642717,-10.244161
-7.0039735,-1.2194992
22.065819,35.070553
0.007136835,-1.677493
