Step,Time_sec
QC metrics,0.6474571228027344
Filter by n_genes,0.09065651893615723
Normalize,4.058494806289673
Log1p,0.08725166320800781
HVG,1.442338466644287
Scaling,0.645207405090332
PCA,2.704176187515259
Embedding extraction,8.678436279296875e-05
Variance explained,7.176399230957031e-05
Loadings extraction,0.00010371208190917969
Top gene extraction,0.006186246871948242
Neighbors,17.25088119506836
Clustering,0.5484054088592529
UMAP,7.71748685836792
