Gene,Loading
Sparc,0.06865010521919855
Serpinh1,0.06761915978601658
Prkcdbp,0.06374389206630875
Cd81,0.06357496991308056
Lyz2,0.06280357454071085
S100a16,0.0614241902476281
Cald1,0.05976558476591236
Lgals3,0.05973498869359385
Ccl9,0.059215976418688934
Nedd4,0.058587210695364995
