PC1,PC2
-20.2515,19.632927
10.217621,-0.17696407
8.889639,-0.64719087
7.9545465,-0.31809825
9.308876,-0.28463948
8.641375,-0.3399503
8.735058,0.19478516
7.6397834,-0.9769872
-26.062141,-20.796343
9.084623,0.30364177
-20.889627,-16.294655
-25.248922,15.16962
-9.788287,-8.493522
9.365812,-0.14612238
9.152056,-0.6183415
9.285644,0.20175019
10.039047,-0.13506153
7.778708,-0.2885575
9.533851,0.1270988
10.712835,0.18024358
8.495023,1.0031754
-17.473942,18.468836
-9.777535,-2.8980646
10.22339,-0.6471377
8.228737,-0.054890156
8.701587,-0.8458995
-11.408245,15.433331
-23.204636,-0.59309614
-12.664091,13.625813
9.583472,0.37155628
-21.257288,-20.85267
-17.480587,-15.327533
-27.610315,16.26988
-20.043413,-13.642426
-12.756728,14.35736
8.544714,-0.73358345
10.221916,0.60336524
-16.93476,-12.47094
8.8612175,-0.05259085
8.560747,-0.80094004
8.37192,-0.6562955
9.193641,-0.346768
7.9040976,-1.0685304
9.009902,1.3364991
8.113633,-0.18334565
10.682005,0.25322062
9.843274,-0.4580244
-13.479045,13.910259
9.727285,0.022564633
-8.946597,12.488293
8.8418045,0.5726762
8.589807,-0.42784214
8.457293,0.24327222
8.166669,-0.083295204
6.8366346,-0.90680796
8.834167,-0.370041
8.8217745,0.028507845
9.563718,-0.4112
9.618033,-0.91176754
8.407749,-0.40612274
-6.354735,-2.879871
-23.63914,3.2878428
10.39257,-0.21246962
9.564045,0.30788285
10.14495,0.64760303
9.742123,-0.30479845
9.97179,-0.117659874
8.00501,-1.3644507
-22.062763,22.801765
7.460595,0.1978174
-3.166153,-0.52954125
9.062122,-0.26810437
10.11485,0.4045525
8.576515,0.26324615
7.5819583,-0.4111925
7.5200415,-1.3636165
8.8519125,-0.45181903
10.164344,-0.7032121
4.3928,1.622258
7.4851937,-0.8830226
9.928987,-0.009232269
9.325523,-0.9485276
-27.160988,26.865116
7.4235315,-0.44832933
10.292481,-1.1016172
10.035492,-0.18268573
8.241017,-1.1208248
-2.7562447,-2.2086973
10.453128,-0.40053323
8.357436,-0.5628644
10.390287,-0.23662059
-21.177198,18.687134
-10.262015,-1.778735
10.188322,0.37655795
10.1254425,-0.11019663
10.197725,-0.09018406
9.501613,0.11726357
8.862294,-0.33381185
7.4494696,-0.068911955
-21.670378,-16.536283
9.339167,-0.69442666
-17.304195,18.382475
8.939321,0.49891093
10.092862,0.34873137
2.3925421,5.44781
8.018492,0.24929841
-15.025115,16.582106
8.635448,-0.54603183
-24.050446,-23.16037
-16.938662,16.044298
10.268104,0.15305874
7.800681,-0.20349626
8.757998,-0.8239427
8.363697,-0.39076468
8.750585,-0.37407625
6.102222,0.17340118
-20.496796,-4.3180404
-20.281813,-2.9051049
9.273191,0.80781966
7.813756,-0.37828478
7.555358,-0.75517434
8.118771,-0.4345682
10.42997,0.41750625
5.6267114,-0.62503946
10.06803,-0.3015567
7.3029637,-0.5023923
9.304148,-0.46137124
6.3165092,-0.959574
-25.63887,-24.332901
2.8086796,-2.829181
9.371875,-0.6160791
8.907421,0.35966083
8.769415,-0.24243668
8.035582,-0.20391347
9.946954,-0.6228196
6.0316887,-1.5103303
8.892292,0.21293594
-28.3245,17.58284
7.23677,-0.82969654
8.909535,-0.70144796
9.091969,0.643977
8.976365,-0.99916613
-26.78626,23.78062
8.769639,-0.0111376755
7.9068284,-0.3147901
10.236713,-0.37976182
8.805998,1.5531516
8.8253,-0.64427274
10.759654,0.17228568
7.57814,0.045179646
-18.406448,19.98571
-15.810562,-12.700666
8.410077,-0.7395775
10.00575,-0.2244446
10.9177,0.27988568
9.149762,-0.03102232
9.058955,-0.1893322
10.247378,0.2270232
6.3999734,-0.36619687
9.685251,0.37113902
9.398812,-0.39066994
-6.988776,9.478458
-27.475145,-27.338264
9.085442,-0.09139983
8.922525,0.45611158
7.3460536,0.50030667
-10.709558,-5.727049
9.293314,0.80321896
10.611985,-0.59209204
5.1858487,0.9421638
11.556166,0.46725816
-21.751062,-19.585798
10.603689,-0.21288118
8.997924,-0.06379468
-22.314884,17.498346
6.2504315,-0.39993507
9.7096195,0.1493443
-22.619532,-15.785949
4.67218,-0.5906096
9.569734,-0.26239592
-23.760197,21.568867
-36.33423,2.1076334
8.906496,-0.56672704
8.1843605,0.4688078
-6.5983787,-0.11434045
-19.519999,-15.081945
-9.408597,-5.132141
9.154653,0.21845727
11.131511,0.043772552
9.361869,-0.3677171
7.4764442,0.34458885
-20.351307,-15.298772
7.461466,-1.3380048
-27.729013,-24.178244
9.953748,0.18359694
-25.662426,12.397066
9.173662,-0.52310777
-24.410814,28.673574
8.156845,-0.49244142
9.576851,-0.017317459
8.343559,1.2893558
-5.31039,-4.843219
-23.847649,-18.994898
7.158025,0.24380666
-21.920662,-15.1496525
11.629784,-0.12754498
-21.545414,18.6419
8.789396,-0.11083079
8.635539,-0.84199244
9.136962,0.4322364
9.039206,0.18380028
8.120458,0.19618094
10.488984,0.36042562
-20.238525,-14.945171
9.006029,0.9856747
-33.610554,20.32479
7.798169,-0.9021232
-14.153725,-8.367666
-25.31914,-22.484455
9.123931,-0.4645384
6.746284,-1.2225922
-21.082708,20.456423
7.8201995,-0.18114294
7.1057324,0.40889215
3.8116512,-1.005884
6.690367,-0.2502388
7.895682,-0.14905378
-13.000032,18.942541
-19.08711,-22.015827
8.889166,0.27711833
10.4143,-0.23354493
7.683956,-1.2641653
10.579904,0.03748691
-18.982174,21.878733
-21.80925,-16.660532
8.40295,-0.27383673
7.793795,0.7603188
-20.93719,-17.019617
-14.187929,17.927723
-25.67208,21.919748
-25.972372,28.702705
8.8915,0.089020886
7.6453547,0.044269532
-16.481817,17.209562
8.86513,0.09140649
-22.239027,21.302944
9.448761,0.83385783
9.021372,0.27165776
9.788531,-0.21755616
9.303614,0.25440866
9.423994,-0.7617894
8.973838,-0.723957
9.130366,0.08853928
8.787462,0.18313418
9.22744,0.36821958
-33.058372,22.669304
9.184356,-0.20290361
5.7584176,0.008184333
9.445667,-0.17294724
8.799453,-0.8214224
8.229541,-0.51881725
