Gene,Loading
Cdh5,0.07347100781531912
Egfl7,0.07213664752312735
Pecam1,0.07184088229161133
Esam,0.07115648062044298
Fabp4,0.07015747765426837
Ctla2a,0.06848703877164412
Dcn,0.06846812524616111
Serpinf1,0.06731014432552436
Gsn,0.06644956213878993
Flt1,0.06605785365436491
