Step,Time_sec
QC metrics,0.6037688255310059
Filter cells,0.14041757583618164
Filter genes,0.2546238899230957
Normalize,4.9246344566345215
Log1p,0.12103843688964844
HVG,1.455441951751709
Scaling,0.04653739929199219
PCA,2.1305530071258545
Neighbors,19.235515594482422
Leiden,0.4308454990386963
UMAP,8.386061668395996
Markers,1.4270062446594238
