group,names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference
7,Casp3,0.24310069,10.029805,0.8079273964294724,0.996946727344917,1.0,1.0
7,4833403J16Rik,-0.4189359,9.719163,0.675262985037274,0.9785170015670624,1.0,1.0
7,Wfdc21,-0.29336715,9.65324,0.769241529973583,0.996946727344917,1.0,1.0
7,Raet1e,-0.07496132,9.58906,0.9402454851503008,0.996946727344917,1.0,1.0
7,Il18rap,-0.023745058,9.185935,0.9810559647078518,0.996946727344917,1.0,1.0
7,Phldb3,-0.25849235,8.843853,0.7960269452442288,0.996946727344917,1.0,1.0
8,Gm12689,-0.29024607,13.37171,0.7716279909747854,0.9991615919939372,1.0,1.0
8,Axdnd1,-0.36449507,13.289119,0.715488355329098,0.9991615919939372,1.0,1.0
8,Gpc6,-0.6209916,10.118959,0.5346051507299813,0.9991615919939372,1.0,1.0
8,2810417H13Rik,-0.17999756,9.76617,0.8571544798905932,0.9991615919939372,1.0,1.0
8,Kcnma1,-0.33628392,9.622116,0.7366567804731599,0.9991615919939372,1.0,1.0
8,Fam26e,-0.4657437,9.436862,0.6413989688726098,0.9991615919939372,1.0,1.0
8,Dner,-0.33074552,9.279971,0.7408367113545113,0.9991615919939372,1.0,1.0
8,Opn3,-0.27736437,9.01095,0.7815003300133193,0.9991615919939372,1.0,1.0
8,Tmem200a,-0.56699234,8.817648,0.5707193930171626,0.9991615919939372,1.0,1.0
8,Ndrg4,-0.3080233,8.553014,0.7580645987449638,0.9991615919939372,1.0,1.0
9,Acot1,-0.40649974,12.878791,0.6843754458811786,0.9999304915178003,1.0,1.0
9,Ptprd,-0.5632911,12.306503,0.5732367114807455,0.9999304915178003,1.0,1.0
9,Hgf,-0.14592558,12.2181635,0.8839801311657653,0.9999304915178003,1.0,1.0
9,Cbarp,-0.37989396,10.913875,0.704024128061613,0.9999304915178003,1.0,1.0
9,Irs1,-0.43884304,10.673023,0.6607752807236957,0.9999304915178003,1.0,1.0
9,Flt3,-0.34904853,10.636932,0.7270528809061179,0.9999304915178003,1.0,1.0
9,Zfp958,-0.004823567,10.6066065,0.9961513654694325,0.9999304915178003,1.0,1.0
9,Neo1,-0.37303942,10.403133,0.7091191038619076,0.9999304915178003,1.0,1.0
9,Zfp729a,-0.010383362,9.361052,0.99171542451338,0.9999304915178003,1.0,1.0
9,Vps39,0.15991393,8.915728,0.8729488735572021,0.9999304915178003,1.0,1.0
