"Step","Time_sec"
"Load Data",5.12
"Create Object",0.640000000000043
"Mitochondrial %",0.100000000000023
"QC Filtering",0.300000000000011
"Normalization",0.980000000000018
"Variable Features",1.94999999999999
"Scaling",0.420000000000016
"PCA",3.88999999999999
"Embeddings",0
"Variance",0
"Loadings",0
"Neighbors",1.82000000000016
"Clustering",0.6400000000001
"UMAP",15.1900000000001
