"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
3.02745938577681e-150,5.61217688227091,0.566,0.076,4.77400070543145e-146,"7","Lrg1"
2.02774540280436e-168,5.55152749065889,0.325,0.013,3.1975517256822e-164,"7","Iigp1"
1.79546065868956e-236,5.44595457366245,0.804,0.109,2.83126191268757e-232,"7","Aqp1"
0,6.51214757302205,0.875,0.051,0,"8","Pgf"
0,6.27807986541559,0.809,0.041,0,"8","Apln"
0,5.57412249769975,0.693,0.036,0,"8","Trp53i11"
7.02574194988917e-291,5.31196120640116,0.603,0.03,1.10788924807802e-286,"8","Sh2d5"
1.14127776051322e-200,5.10938596798349,0.397,0.016,1.7996809005533e-196,"8","Nos2"
1.79764484309951e-173,5.00205929279293,0.362,0.016,2.83470615308361e-169,"8","Kit"
2.24045854627112e-272,4.91899461519395,0.623,0.037,3.53297908161493e-268,"8","Mest"
1.00790507298146e-240,4.87656425562866,0.576,0.037,1.58936550958446e-236,"8","Chst1"
1.48014761842115e-147,4.84909357438831,0.444,0.04,2.33404477948832e-143,"8","Bmp2"
1.28045878353619e-228,4.82427177089771,0.615,0.05,2.01915545575822e-224,"8","Angpt2"
5.74760775128506e-263,10.7078105038533,0.309,0,9.0634026630014e-259,"9","Uts2r"
0,10.637451230662,0.42,0.001,0,"9","Chad"
0,10.1563232097923,0.934,0.014,0,"9","Fmod"
0,10.0498706524548,0.464,0.002,0,"9","Kera"
3.84244471635037e-287,9.69684120756229,0.348,0.001,6.05915107321289e-283,"9","Cilp2"
0,9.67079442752607,0.796,0.03,0,"9","Angptl7"
2.85372735999208e-310,9.123340992651,0.983,0.095,4.50004267397151e-306,"9","Thbs4"
0,8.98096001551664,0.442,0.002,0,"9","Wif1"
0,8.60940994006023,0.685,0.006,0,"9","Tnmd"
0,8.36438124698587,0.53,0.004,0,"9","Mfap4"
9.83352348174109e-281,8.686273974912,0.376,0.002,1.55064831783575e-276,"10","Rgs4"
1.18097456276393e-234,8.45534766654336,0.295,0.001,1.86227878802244e-230,"10","Ano1"
0,8.2967261363864,0.611,0.008,0,"10","Kcnj8"
7.0195790445698e-219,8.11069500381017,0.309,0.003,1.10691741953821e-214,"10","Rasl12"
0,8.02946566199958,0.685,0.009,0,"10","Gm13889"
0,7.86077186831767,0.544,0.004,0,"10","Gucy1b3"
2.22644734482346e-240,7.84061298968333,0.362,0.004,3.51088481805211e-236,"10","Myh11"
0,7.65666605220231,0.685,0.01,0,"10","Vtn"
0,7.62267760994602,0.597,0.007,0,"10","Notch3"
4.40371727547103e-307,7.5955751154849,0.423,0.003,6.94422177169026e-303,"10","Gucy1a3"
0,8.61053430510943,0.574,0.002,0,"11","Dpep1"
1.73625661918665e-241,8.30984365475415,0.298,0.001,2.73790306279543e-237,"11","Scara5"
1.2538762647235e-295,8.12767913226766,0.454,0.005,1.97723748184249e-291,"11","Efemp1"
7.52024749924646e-185,8.08142309571073,0.255,0.002,1.18586782815617e-180,"11","Osr2"
1.68958088272531e-182,7.51596159418022,0.291,0.004,2.66430009396954e-178,"11","Aldh1a2"
4.85356735992111e-164,7.42669439550702,0.284,0.005,7.6535903698596e-160,"11","Ptx3"
1.13292745858814e-252,7.36014976018906,0.362,0.003,1.78651330944764e-248,"11","Gdf10"
0,7.31295871108459,0.56,0.006,0,"11","Clec3b"
0,7.14546904959725,0.752,0.012,0,"11","Dpt"
0,6.95967857905667,0.851,0.016,0,"11","Pdgfra"
0,12.454277050811,0.667,0,0,"12","Kcna1"
0,12.2032414492201,0.86,0.002,0,"12","Fxyd3"
7.91668474617243e-302,11.62515312646,0.719,0.011,1.24838201762393e-297,"12","Mpz"
0,11.5349468118258,0.596,0.001,0,"12","Mal"
9.16182114270112e-234,11.240728653127,0.281,0,1.44472757599254e-229,"12","Sostdc1"
1.6218855074729e-295,11.0770556293217,0.351,0,2.55755125673401e-291,"12","Ugt8a"
7.90505033345994e-323,10.8010047414538,0.439,0.001,1.2465473870833e-318,"12","Ncmap"
0,10.7889352522955,0.421,0.001,0,"12","Gpr37l1"
0,10.6435291398833,0.561,0.001,0,"12","Cldn19"
5.76645649085091e-236,10.358095202095,0.298,0,9.0931252404228e-232,"12","Cmtm5"
6.81849675333115e-91,5.7929459257988,0.52,0.025,1.07520875303279e-86,"13","Cd163"
9.43063029345887e-94,5.78706691071378,0.42,0.015,1.48711609097553e-89,"13","Npl"
5.42989145909819e-158,5.5154858418185,0.38,0.005,8.56239584185194e-154,"13","Lyve1"
1.00486232270661e-51,5.45368624094196,0.52,0.048,1.58456739667606e-47,"13","Ccl8"
3.34482048464493e-52,5.12496910019692,0.3,0.014,5.27444742223659e-48,"13","Slco2b1"
4.05582790689749e-51,4.73679727505993,0.34,0.019,6.39563502638665e-47,"13","Fxyd2"
3.53298798815962e-64,4.70455220699448,0.72,0.078,5.5711687585289e-60,"13","Pltp"
1.27201808650621e-67,4.47507446342018,0.44,0.024,2.00584532061164e-63,"13","Adamtsl5"
1.60361730626907e-71,4.43243721174354,0.92,0.123,2.5287441302557e-67,"13","Folr2"
4.20885951676881e-29,4.06584743170457,0.32,0.032,6.63695057199274e-25,"13","Hpgds"
