"Gene","Loading"
"Sparc",0.0686491887208049
"Serpinh1",0.0676183190391766
"Prkcdbp",0.0637430128520206
"Cd81",0.0635740266467997
"Lyz2",0.062802913896026
"S100a16",0.0614232226991677
"Cald1",0.0597648526999961
"Lgals3",0.0597342676105689
"Ccl9",0.0592153517617157
"Nedd4",0.0585866291887194
