"Gene","Loading"
"Cdh5",0.0734717854225897
"Egfl7",0.072137433279417
"Pecam1",0.0718415747370622
"Esam",0.0711573411199012
"Fabp4",0.0701580507523271
"Ctla2a",0.0684878351865022
"Dcn",0.0684659860817726
"Serpinf1",0.0673077908930017
"Gsn",0.0664475689173651
"Flt1",0.0660584104110235
