"Step","Time_sec"
"Load Data",5.27999999999884
"Create Object",0.590000000000146
"Mitochondrial %",0.119999999998981
"QC Filtering",0.279999999998836
"Normalization",0.829999999999927
"Variable Features",1.61999999999898
"Scaling",0.329999999999927
"PCA",3.29999999999927
"Embeddings",0
"Variance",0
"Loadings",0
"Neighbors",1.25
"Clustering",0.329999999999927
"UMAP",12.9899999999998
"Marker Detection",247.48
