"Gene","Loading"
"Sparc",0.0668478023461401
"Cd52",0.0638212425397487
"Alcam",0.061649799052393
"Col1a2",0.0611470718911404
"Mast4",0.0603705329066269
"Col3a1",0.060200931866879
"Rhoj",0.060169347715566
"Plek",0.0598677642845872
"Plpp3",0.0595007247166381
"Col1a1",0.0592013173537803
