"Step","Time_sec"
"Load Data",12.7800000000002
"Create Object",2.11000000000013
"Mitochondrial %",0.300000000000182
"QC Filtering",0.449999999999818
"Normalization",1.30999999999995
"Variable Features",3.05000000000018
"Scaling",0.420000000000073
"PCA",3.02999999999975
"Embeddings",0
"Variance",0
"Loadings",0
"Neighbors",1.54999999999973
"Clustering",0.379999999999654
"UMAP",13.7199999999998
