"Gene","Loading"
"Cdh5",0.0868412014044702
"Ptprb",0.0852484642470362
"Pecam1",0.0847254884548637
"Egfl7",0.0845981954265681
"Cyyr1",0.0824285624528478
"Shank3",0.0812508955544875
"Esam",0.0810280963083195
"Tie1",0.0807500698947914
"Adgrf5",0.0807357477166084
"Mmrn2",0.0806880193660474
