Step,Time_sec
QC metrics,1.3541476726531982
Filter by QC,0.22049498558044434
Normalize,3.8862762451171875
Log1p,0.16129159927368164
HVG,1.6423120498657227
Scaling,0.9166648387908936
PCA,1.8595926761627197
Embedding extraction,0.00011301040649414062
Variance explained,5.6743621826171875e-05
Loadings extraction,8.511543273925781e-05
Top gene extraction,0.004477262496948242
Neighbors,13.587945938110352
Clustering,0.30003881454467773
UMAP,6.6548473834991455
