Gene,Loading
Cdh5,0.08684266925272235
Ptprb,0.08524992398553156
Pecam1,0.08472678922951399
Egfl7,0.0845996471776119
Cyyr1,0.08242998345437458
Shank3,0.08125234777398242
Esam,0.0810293226006701
Tie1,0.08075146908785594
Adgrf5,0.08073699377029002
Mmrn2,0.08068947844586631
