Gene,Loading
Dcn,0.0841231681265066
Serpinf1,0.0825862428147605
Col1a2,0.08078889612942936
Col1a1,0.0775205075662239
Gsn,0.07742530210927157
Prg4,0.07560937370080006
Col3a1,0.07460377882036845
Loxl1,0.07322839829005809
Bgn,0.07314414432710437
Cdh5,0.07213759680904973
